Text,Sentiment
Ye musalmaan desh ki nazro me gir gaye haiinhone saabit kar diya ye kabhi india me rehne ke layak the hi nahi,0
Iska ek solution yogi ji shoot at site ka order de do uske baad ye do char suvar marenge to aa jayenge aukat mesale namard,2
Inki itni pitai karo inki nani yaad aani chahiye police inko pakad kar itna maaro yeh jab tak inkay mooh se blood na fhek de kutto ko,0
TADA NSA act should be implemented on the violators karo esa hi,1
"Uttar Pradesh ka Shere Babbar ke front m  kagazi sherniyan Charron khate chitt
Good work Yogi Ji
Jai Hind",2
Pahle hi jamati ko jehadi bana diye ho ab keya chahiye what do you want,1
Are godi media isko bhi jamaat ke  dall diya,1
Jo log galat kiye aap sirf unhe galat bolo Sabko q bolte ho Isliye to kal arrest kiye aapke news reporter ko ,0
See how the construction is done  So choti sadke crowded houses,1
Inko  goli mar ne ki order Diya jaaye,1
Ye haramkhor itne bade pathar maar rahe haiin muslim mahilao ko aur jin bhi logo ne doctor par aatmghati hamla kiya hai military police Bejo inko maar maar ke laal kar doinke haath tod dojin haatho se inhone itne bade pathar fekeinko goli maar do,0
Jaha jamat waha fasad sahi bola media wala,2
Media valey saley tum ek he baap ki aulad ho,0
Koi v attack kare wo thik nahinpar jab koi hindu kartahe to dharm ka nam nahin atahe to ek dharm ko kyunnafrat mat failao,1
Kitna bewakuff hote  hai ye saree tabliki log in ko marne k liya chod Dena chaiya bkar m sarkar inhe bachane k liya pryas kar rahai hai,1
Ye bharat ke SeculArism ganga jamuni ke tahjib wale shareef sitizen hai maro madher chod bur chodi randi ko,0
"Ye Islam ka nhi atankwad ka prachar kar rahe hai jmat ke log  undestand
Ye desh ke andar ke gadaar aur aatankwadi harkate hai 
Yogi sarkar se avedan hai inhe kripa karke naa bakshe",1
DELHI PEOPLE SAYS THIS NEWS IS DELHI DANGA samachar,2
Jayaram MLA ke bare me batao sahab q jamat ke piche lage ho q desh ko barbad karne pe tule ho,0
Goli maar Deni chahiye Bcz jinko marna hai to kyu esshe logo ko bachana  Kal fir yeah pagalpan Karege police ko shoot Kar Dena chahiye,1
Har baat me jamath aur Muslim againt news chalare ho tuh kiya hoga,1
hindu Muslim k alawa kujh aur bcha nhi h media me,0
Ab hum ye kehny per mjboor ho gy hn k jinnah was a right,2
sahi bola poblick   kiyun midea jamatiyo ke piche padi hai  a s I police wale ka haat kaat diya panjab me ospe extion le midea,0
Kahi jamat walon ne kuch bhi nhi kiya ye to local log hain jo ghron se ya road pr pthrao kr rhe hain  jhoothi khabr chlane ke liye case hona chahiye in fake media walon pr,0
Abp news hindu muslim danga bhadka raha hai ispe online fir karo sab,1
Dislikes wale Mullo ko Es news Se mirchi lag gai h Ghnti baj gai,2
Shantipriye samudaye ke log  Shame on these people and women,0
Kash ye virus media me hi fel jaye,0
Jhut ki inteha hai  Ab koi b Kuch b Kare to ilzam jamaat pe  Sharm Karo bhadwo  Abp news  Zeher Ka khel massomo ki lashe in Sab Ka hisab tumhare khate me Hoga  Aur anjam is se Bura Hoga ,0
Salo hospital me tumhari jaan bachayi ja rahi isse badi or kya suvidha chahiye,2
Agar koi dharm ubhar ke saamne aata hai to uska aadha se jyada shrey news wale ko jaata hai Inka heading hi dekh lo jaha jamat waha fasad ye kya hai mc salo,1
Madarchod media mere dost ka group totally hindu bhai hai ye news godi media hai totally fake news dividing hindu Muslim,0
Jo Muradabad mein kiya hai na Tumko Sarkar ki taraf se Hamari taraf se Sarkar ko bolo band kar do Jisko hota hai hone do Marne do Salon ki Laaj hi mat karo FIR bhosdi Walon Ko cal a Jayegi to meeting a Jayegi,0
kisi ko bhi ni chdna chiye aurto ki bhi hjamt ki jye ache se,1
Abp walo tum ye batao mujhe jaha nizamuddin markaz tha waha aas pass koi bhi positive nai nikla  testing but no one was positive aisa kyu batao,2
Maharashtra me jhuti news officially failakar bhid ikhata ki bjp ke paise se haramkhoro,1
In jaisooo ko gali deke hm apna mu gnda nhi krna chahte  desh ke to bad me dusman hai phle insaaniyaat ke enemy hai,0
Aap logh sirf jamat k piche pade hovi haiaur karona dosre b logon se kahin aap tak na ajsyesub ka test karaye Jamat ka hogaya test,1
Ye hmari government ki haramkhori hai aese jo kam kr rhe hai unhe turnt hi arest krke NSA lga ke kum se kum sal tak jel honi chaye ur jo Croma virus hai vo thook rhe hai unhe bi  sal jel ur ilaj krye tho kraye jel main ya na krye ye mrji aesa kab krege majak bna rka hai kanoon ka ur desh ka,2
Ye veshyaon se bhi badtar hain Inko kayde se pela jana chahiye Ye muulaon se  santusht nahi ho pa rahi hain Inko halala wala program chahiye,2
"China bhi hasta hoga indians pe Bas hindu maslmaan kar do yeh uhi ek dusre ko bukha maar khayenge 

Shame on you abp I dare you to show Gujrat protests these days where they have no food",1
"Is sabke baad kia lagta hai baki sb kqm k log muslim o ko sahi najar e dhekenghe 
Pheleehe log muslim o dur ho chuke hai uper se ye log khud sbko apne se or dur kar rehe hai
Phir bolenge desh me intolerance hai minority khatre me hai Wah re kia chutiapa hai",1
Yeh jamati nahi hain anpadh jahil ganwar log hain jo gay bhens ka dudh bechtey hain otherwise moradabad ke sub hindu muslim brass ke karobari sub shanti priye log hain its a good business city,2
DM SSP ko htao totally failure both,0
Jo v horaha  hai uska zimadar koch bikau media or koch bewakuf log Dr ko marrahe marna hai to media ko maro jo desh me nafrat aisa faila dya k corona virus se v khatarnak ho choka,0
Murde hai saale dimaag nai gobar bharewa hai these morons dont deserve health care height of stupidity,0
They have to respect Polices and Doctors karni hi cahiye ijjat,2
Tum log jitna news reporter aur sab madrachod ho,0
Aakhir patthar kiyn phekte Corona ke aar mein ye sab RSS ke oulaad hai ye log Muslim ko Corona ke naam pe le jaate hain or usko maar deta hai,1
Tum bhosdi wale galat news dikhate ho sabko,0
Islamic sirf aantkvadi hote he amedakar baba ne kaha Muslim kabhi desh bakt nahi hote jay bhim,1
Abp news apko hindu muslim ka hi agenda milta hai kya aplog besaram hai besaram channel hai ye,0
Muslim ek aisa corona hai jiska koi elaz nahi mere desh ek ek muslim ko nikal feko to koi maha mari nahi bachegi coronamuslim,0
Is Tarah Harkat Saudi Arabia Mein Karte Dena pin Logon Ko Dharm Nahin dekar Hindu Muslim Nahin Dega Sidhe in Logon Ko Goli maar deta under spot action Kyon India action le raha Nahin on the spot doctor ko Saudi Arabia Mein Bhagwan mante Hain FIR India mein Is Tarah Kyon Harkat kar rahe ho are you request Indian government on the spot action,2
Secular muslims ko kuch mat bolo sahab wo secular hai,1
Jarur ye dislike karnewale suvar hi hai badi badkismati hai hindustan ki,0
Saale abp walo Bs Yahi dikhate rho Modi ke gulami karte rho,0
Modi is not enough We need yogi to deal this issue,1
"Ji nahi jahan jamat vahan fasad balki apko ye bolna chahiye ki jahan marz vahan mareezbaqi savdhan ho jaye ki iski chaoet me na aane paye
Mgr apko to dukan chalani hdrone itni jldi aa gae pathar lekar aurte khadi hn ye sb bate sandeh bhi daal rahi hn ki kahin sb pehle se plan tha ki jamat ke nam pr lapetna hai fir se news kojisme ap kafi kamyab bhi ho gae",1
Ghanti bajado sabki yar kiu utna intarhe kia baki rehgaya he abhi  kiu rulate ho in jamatio jo janvar se bhi badtar he janvar bhi apni maryada ki had par nai krte fir ye kon he  ki be  vajah se bekasur ko pitte he had paar kardi he e janvaro ne,0
Jo koi Bhi kasoor vaar hai is hinsa Ka unko kadi saza honi chahiye lekin isse puri jamat ko fasad batana galat hai Fasad to media wale Kar rahe Jo isko ek dharmik rang de rahe hai,0
In salo k karan aj apna India musibat me aa raha hai warna corona ka baap bhi apna India ka kuch nhi ukhar paataabe sale Etna dharm maante ho to jis desh ki dhari pe Nawaz padhte ho apne aala ko pujye ho us Nawaz or aala ka to baat maano aj to jb desh he musibat me hoga to Nawaz kaha padhoge aala ko kaise pujo ge sharm kro,1
Doctor should given poision injuction to this danghai aatankbaad,2
Jab Tak Hindu Muslim na karo na jab chain se mat bethna,1
Ek bhi jamati nahi batchna chahiye inki khub pitai karo beat them,1
Yrr yee muslim sab ko pak bhajooindia bhutbaage bdh jayegaa,1
Or footage ma saaf nzr a rha ha ka aurte pathar phnk rhi ha or tabligi jamat ma aurte ni hoti,2
Are bhai ye news kayo dikhate ho  soon soon ke  bor gaya army bhejo finale karo inka,2
Bombay mein ABP KA PATRKAAR ARREST FEKE NEWS PHAILANE KE JURM MEIN,2
In maadarchodon aur randiyon ko unhi ke patthar se bhaga bhaga kar maarna chahiye Sach kadva hota hai jihadi muslim bhadva hota hai,1
Bhai ye unlike krne wale kis soch ka Sath dekr unlike kr rhe h is soch ka jyo doctors ko hi mar rhe h ye soch desh k liye bhut bada khatra Banti ja rhi h desh k logo ko sambalne ko jarurat h are vo doctors bi apni jaan se khel kr in logo ko bacha rhe h or ye unhe hi mar rhe h ye shi nhi h ye soch to desh k liye khatra h isliye bina kuch soche samje unlike kr diya Sach dekhkr bi WA re bhaiyo jai hind,2
Kabhi tum log ye dikhaye ki majduro ki kya halat hai koi usake pass Gaya kya tum logo me se bas Hindu Muslim Karne ke liye hi news channel khol rkhe   ho Kabhi Mumbai ke  lakh majduro ke pass jao Delhi Bangalore Kabhi Yaha bhi jao aur in majduro ki kya halt hai des ki batao,0
AChcha ye btao ki Modi be ye news ke kitne rupees diye bahencho ,0
Chaina sy corona wash iss liyan hoa ky chaina ny insan ka ilaaj kya dharam ka ni india main insan ka ni dharam chk kar ky ilaaj kar rahay hain too phr aisa hi hoga india walon insan ka ilaaj karo hindu muslim choor doo sirf insan daikhon,0
"Fake news h jamat ke oopar 
Ye har musalman ko jamat wala bata rh h",1
Non bell pe jail mein bhej do  unka property jabt karlo  Quick n rapid action lo in aisi ki tesi ho jayega  itna lathi barsao inka akal thikana lag jaye  sarkari property nukshan bharpai inlog se kiya jaye  Yogi Adityanath cm Amit sah home minister rahte hua agar aise ho sarminda,1
Where Bollywood stars n jnu students communist parties nowy their mouth silent shame on them sharam aani chahiye,0
Why always muslims only do such stuff kuch accha kam karo,1
Kyunki inse yahi umeed ki jaa sakti hain saale Jehaadi kahi ke Poore world ki naak mein Dum kar rakha hai iss  saal puraani besharam aur jaahil Muhammad ki kaumb ne tabhi poori Duniya mein inhe shak ki nazron se Dekha jaata hai,0
They are mental case Send them to mental hospital for treatment Possibly they need further electric shock treatment for mental recovery acchi baat hai ye,2
Because these people are totally ignorant of what they r doing Finally when death will comethen marenge saale  and beg for being saved But that will  b too late,1
where are these people heading towards stone age people would have been more sabhya than ye modern day barbarian stone peltors  attacking doctors and police who are trying to save them from a deadly virus,2
Ye media hnido Muslim karwate hai,1
aar gair iradatan hatya watya kuch nai sidhe raj thakre ne jo bola wahi sidhe goli marro yaar hum dekh lenge aise log ko maaor goli agar hindu pe ye log hamla karenenge doctor pe halma karnege to inka khatma hona chhaiye aise nai chalega baaki sahar ke musalmano ko hindu thok dalo,0
Kb tak jamat jamat kutton ki trh bhokte rahoge sirf tum logon ki hindu muslim kro jo bhukha mar raha wo nahi dikhta sharam kro,1
Pathar fenkane wale log dikha rahe ho Pathar khane wale police aur Doctor Ki Halat per Sahi Byan de rahe ho per yah Jo Jagah hai use Mohalle ko Musalman ka Mohalla aur Pathar pakane Wale Ko Musalman aurat aur Musalman aadami Kahane mein kya media ko sharm a rahi hai,0
Isliye inko Puri duniya atanwadi kehti hai insano ke dushman mujhe samaj Nahi ATA non Islamic desh mein ye log aisa kaise Kar sakte hai India ki jaghe koi or hota inko sidha goli Marne ke adesh hota mein Bharat Sarkar se gujarish karta ho china jaisa niyam Lago kare,1
India is burning because they had sttack pastors as Christians iam so happyy thankyou god my prayers heard acchi bat hai,2
HinduMuslim karka das barbad karrahaho   akdin ayaga  chahara chupana ka liya jaga nahi melagafake news,1
Abe salo abp valo agar jhut nahi bol rahe to comments kyu off ki salo fat gayi kya,2
UP police is inefficient to tackle the situation Why their team were not prepared at first place for such operations When you are carrying mic helmets force and AK later then shuru m kyon nhi,0
Police force shd be given bullet proof jacket so that corona warriors r safe surakshit rahne chaiye,2
The asli  chehara of the so called religion of peace cough cough Can you not shut shoot them,2
Leave them what they do you please focus on Corona Virus and Lock down band karo,1
Tumhare kis news ko sach manne zee News ho ya aajtak bya NDTV hindi ys news aur she newa paper walle banne banyye news fellate hain china kmina desh hogga aur America aur Russian bhi koi sachha nhi tum jaise log bhindrawale Sant ko aatanvaadi karaar de Dette hain,0
Corona ke sankat ke samay bhi ye sale abp news aur bjp apni nich politics kar logo ke jaan ke sath khel rahe hai mumbai me jhuti khabar faila kar rajya me arajakta failana ka kam kar rahe ho Mumbai me bhid ikahata ki harankhoro yaha Cm Thackarey pure pradesh ko acche se sambhal rahe hai vahi abp vale bhadve gandi politics aur jhuti khabar faila rahe hai bjp me liye,0
Ye Congress or sapa ka den h  or Muslim dharm guru ka enhe bs use kiya  padhe likhe zero  dharmik andhvisvas    en dono partiyo NE educated nhi bnaya Na hi des ka wafadar bnaya bs enhe des SE gaddari sikhaya aaj ese hi log des ko berbad krne me lge h,0
To chod do na marne do un logon ko ghar me Unko treatment deney ki jarurat nahin hein wo family ko boycott karo Khana Paani Power sab band karo Chuhe bahar aayenge Hamara doctor our police kyon pathar khana un se agar wo log mana karey to wohi mar jayenge hum logo unke paase mat gaye to hum ko kayi danger nahin hein unse problem unko hi hei Cut the water good  power facility for such people leave them at their mercy Marna hein to marne do corona se,1
Thats why i hate indian people  rules laws agar inme se ek person bhi north ya south Korea ya china m ye krta na toh na inke liye insaniyat dekhi jatei hai or na koi rule direct body m bullet dal di jati hai that why today corona is controled in china or india m itna kam hone k karan bhi india control nhi kr pa rha,1
Yh whatsapp ki afwa ka natija haiaur tum madharchod media wale nafrat failane ke alawa aur koi kam nahi kar sakte logo ko afwa ke bare me bata ke jagruk nahi karo gewhatsapp pr bhakt sb chal rahe ki muslim ke gharo me doctr ja kar ads ka ingction laga rahe aur yh usi ka natija hai isse pehle indor me hua agr yh madharchod media chahti toh sb ko afva ke bate me bata kar jagruk kar sakti hai pr nahi yh madharchod ko kaise mile ga hindu muslim karne ke liyeABP wale ki afwa ki wajah se mumbai me hazaro log rod pr utar gayen ab bhosadi wale nahi bataye ga hazaro ki jan khatre me dala hai,0
Aare pagal ho Gaye kya ye saale in jaisou ki wajhe se poora Muslim samaag badnaam ho raha hai aaj aur rahi sahi kasar media wala poori kar rahe hai main ek musalman hu main kehta hu agar sachme inn logo ne aisi bekawoofana harkat ki hai to inko kadi se kadi saza milna chaahiye ,0
Such kind of Violent people should not be treated by any doctors or nurses rather marne ke liye chod do,2
 May ke baad logdown nahi khola to desh me rait danga hone ka chans hai hoga,2
"Every large city in the non Muslim country  Paris capital of every liberal country in Europe London has NO GO areas for police
They dont venture there and Sharia works there with gangs White guys obey them
Why cannot be like this and handover cities or we are going to be intolerant is tarah se",1
Kendra or rajya sarkar or suprim court or Indian  intelligence buro or     sabha news channel ki nak ke niche sampuran bhart se log  tabligi  markj me konsi shiksha ka alakh jaga rahe hi ulema janha niti budhi vivek sab tak par rakh diy sab bacchon ko sarkari schools me dalo into bhart ke saput Abdul kallam ji ki jivni padhao madrso ki jagha library ho taki sabhi ek sath vikash kar sake khud ka parivar ka samaj ka desh ka hum sub ek hi vasudhew kutumbkam ki niti ka plan karne Vale jay  bhart                  moko kanha dundhe re bande mi to tere pas me na Mandir na masjid,1
Musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman musalman  serf musalman   ktna vokoga   godi mediasaram karo   avi  taim hay sudarjao  nahito   repoter karna muskil hojayagajay hind,1
Musalman ka acha kaam nahi batate hai ye media bikau midea hai ye,1
 percent wafadar mulllo k liye pura bharat ko khtarai mai dala ja raha hai  say lekar ab tak,2
"In media walo k wajah se he mulk k log coronavirus se ladne or isko durne k jagha nafrat or Bait bhao kar rahe hai
ISIliye kaha maine sharam karo aise nafrat k virus walo",0
Sare  sal pahle atankwadi banaye gaye Atankwad hi inka dharm h,0
"May be u r now aware with other things or gathering happen in states
Like jite hai karnatka m",2
Quinte an anti indian channel will say video is fake aur kya kahenge,0
Madrchodon ka aria seel kado salon ko marne do aunder baher nikale to goli maro madrchod jamaat h ya khurafaat,1
Are re baap re madarchodo media group best acting totally,0
Bhaiya ye up hai or baba ji hai ab rasuka lage ga is sabke upar marte raho suwaro ki olad jel me,0
Abp india ka sabse ganda news channel hai kabhi badiya hota thaa lekin aaj janta se realeted koi mudda nahi Hai sirf hindu Muslim ka ajenda,1
Sare jamati ko mardena chahiye  Govt Ko itna tension nehilena chahiye,1
Jai hind doctor   police safai karne walon ko hazar baar lakh bar salam karta ho agar koi doctors ko marta hai ya doctors ke sath galat harkat karta hai tu ye galat hai is ko hindu muslim ka rang math dijiye plzzz    Media hindu muslim hindu muslim hindu muslim bus yehe kaam hai ,2
Sarkar Mera Adhikar hai isliye to Karta Aisa Nahin to salon Ko Manana to ja Mata Marne do Salon ko Sarkar Kuchh kar rahi Na Dekho abhi automatic line Mein a jaenge,1
Islamic people are not going against of women hijab but anti muslim doctor going against of aurate,1
Police should change their stick instead take iron rods and treat them sakhti se,1
Really modi government and utter pradesh government failed to convince minorities galat hua ye,0
kya badi baat hai yeh aadmi sadak pe bhooka maar raha he aur tum log jail aur kaidi ke piche pade hoeverybody have theier rights so fuk off n watch videos od united state jails,0
Power is money ye koi nayi baat nahi sab jail me abhi yahi hota hai paisa fek tamasa dekh Sab jail me CCTV kyu nahi laga te Itni badi jail hai to kya CCTV ke paise nahi kisi ke pass ,2
Jisne jisne cmt kari h wo baap ka londa h    Bhai log h mere     ab tum logo ko Dubai se call aayega bc,2
Laparwahi h jail police walo ka jo v ho hansom hansom banda h kaidi ,0
Tihar jail nhi hai jhuth Kyu bol rehye ho or Ye jail mandavli jail hai,0
Ye sab aam baat h ab sabhi jhagha  yhi ho rha h ise liye koi jurm karne se nahi dar rha do not fear them,1
hamare desh ka system hi madachoood h sab bhoosdi k mile hue h,0
Mobaile kisi jail me nhi ja skta ye to tihar jail he ese afbah mat felao,1
Loda hi security jab police wale khud pese leke mobile laa ke dete hai jail me,0
Jail ho to aisa wow police Sahi aish de Rakhkhi h inko lage raho inki gulami karte raho police walo,0
Karne de thoda inajoye Marta kya jail me public ko insaan hi he na vo,1
Had h jail m Khush h jab bhi media unko khush nahi dekh sakti kya bolo,2
Black t shirt pahna hua hai jiske upar Adidas likha hua hai vah mere guruji,1
Abe chehre ka ilaaj Kar ka news ke chakkar me padha he,1
Yah sab phone Police wale Dete Hain bhai man Jahan Paisa lete hain Police wale,0
Sabse hightek or surakshit jail my foot Jha VVIP apradhi ko rkha jata ho vha aysa hi hota hai,1
India ki Sabi jail me esa chlta paisa do Jo Marji lelo aur Jo Marji Karo police ko paisa chiye Bas,1
Sbko jine ka haq hai jo MLA mebadmaash baithehai unka kya,1
Pura system hi bikahuva h toh yeh normal bt hphle choro ko pakdo mtlb politicians,0
Rastapati ne poors Ko phansi diladee aur yahan covind kee hand fatati hai,2
Police bikti hai har jagah ki sare Kanoon gareebo ko dabane ke liye hain bas,0
Are Modi Amit Shah desh ki man sister Ek kar rahe hain,2
Sudhir ka interview lelo wo sabse behtar bata sakte hein tihar jail ka halat,1
Rap hore h bhart m daily un py bi video bna do ye to sza kat hi re h inke kyu ungli kro ho,0
Kya ho gya isse aap ko nhi malum desh main chal raha han India  main paise  do aur kuch v kara lo,0
Jab Salman jasa hit and run or hunting case Mai chod diya jata h tab kha jata ho Tum dogla Media vvalo,0
Abhi pata chla aapko YouTube pr aise kitne video hai,2
Dekht kya h news walo bechare time pass tho kr rhe h,2
 gauravzone youtube channel wala lag raha hai ,2
As a viewer aur i have subscriber perso i want to knw after this video has viral so jail police prashasan after what is going to do aginst for there people kya mai jaan sakta hoon nd plz upload part  news,2
To madrchod tumahri  gand qiu phat rahi haipata nhi salo tum logo ki game koi qiu nhi bajata,1
Toh tum kya apni gand marate ho news valo madharchodo kuch nhi kr skte tum,1
Ek kammi hain ladki Nahi inke Pas Woh bhi bhej do inke pas,1
To tum log kya chahte ho wha ke kaidi ki buri se buri haalat ho ya conditions aisi ho ke jha insaan reh he na sake,1
ISI liye bhrast desh Sab pahla name Diya Ka h paiso do Sab bik jate h Cort ke jaj tak waise desh m kanoon se logon Ka bharosa khatm hota ja Raha h aap ke paas paisa h  to  kanoon aap ke Jeb m,1
Police wale madar chud hai ye apni sister bhi chhod wa sakete hai pasa ke liye,0
Neeraj bawana ki gang hai Shab ye kuch bhi kr ske,0
Yaha to gandu hme chen se jine do Tumhare ghar me soye kya Bhenchodo,0
are yr police walo ko bhi to apni jindgi pyari h or apni family ki bas wo apni family ke liye krte h ya to kanun asa ho ki ase krne pr turnt fashi to thoda dar benega nh to nh benega police wale bhi niko sulut krte h,2
Jail ke andar me man lagnna jarrury hai lagtta hai dil lagna hai,1
Media walo tum Kabhi kisaan ki haalat  ki khabar bhi dikha do  godi media,0
Neeraj bawaniya gang hai vo bach ke rhna bli bhai bhar ghum rhe hn,2
Love you meri neeraj bawana Naveen bali sunil maan Rahul kala,2
Ha sabsey surakshit toh hai kintney aaram sey video shoot kar rahaa haiNo body is disturbing him,2
Tihar jail ka baap h apna bhai neeraj bawana mujhe yeh bhi pta h kon se jail no mai h,2
Jab jaunonga to bta doonga ki kha ki h ye video,1
Jail proshasan k sabhi karmachariyon ko bhi jail me dalna chaianahi to fansi,0
government ki panah mili ho to kuch bhi ho sakta hain,1
Abe tum log kya gunda banega  nachaniya Ho tik tok mujra,1
Desh mai jansnkhya jyada hai Agr in jaise choro daketo killers ka encounter ho jaye toh desh ka bhala hoga,1
police walo ki koe checking kyu nahi karta wahi log mobile or saman pahuchate hai or bhar he se paise leke kaam chal lete hai or jo bahar paan ki dukan  viklang shop kholke bhete rahate hai unshe police walo ki or andar kadiyo ki sath gaat se kaam chal jata hai agar thik bola toh like karo,0
Ye desh hi do chijo se chlta h prasashan  underworld     ye dono parallel chte h    These things will never stop,0
Is jail ka godfather Jagtar singh hwara  Babbar Khalsa international hai jisko india ki sarkar reha karne se bhi darti hai jabki uski sjaaa bhi puri ho gayi hai,2
Yah jail adhikshak ke Sabke millet Bhagat Se Hi Hota Hai Log Paisa lete hain mahine ka  rupya mahine ka Paisa Lete Hain Koi Koi Janme to hamare Banaras ki jail mein to kariban BIS rupya Hai mahine ka Uske bad Koi chij banana hai sab paisa paisa ho gaye hain Police wale hi,0
Media waalo tumhe asliyat mei nahi pata ki duniya mei kya kya ho raha haisab bikke hue hai,0
Bhai kise b panga Lena pan south wale mat lena ek bar wo log ka dimak mai bait Gaya toh beta aisa video bane keliye tu dubara nhi dike ga indai wale he tum log kuch toh izat karo abhi b cast religious leke baite aisa log fasi pe chada de aisa log ki Indai mai zarurat nhi hai Aur india jo aisa desh hai sab cast wale hai apan ek Fmly jaise hai,0
Fir aapko kya lagta hey politicians ameer log movie actors  ameer baap ke bete yeh sab lok baaki logon ki tara zameen pe sota heybhai mera middle class frnd jab gaye the unko mila  ki half ltr whiskey bottle or  ke  cigratte,0
Hamare Yahan government bakwas government hai,0
hum jaat h beta har light camera action kradete h,2
Police wale wale paise leke sab dete hain koi pet mein dalkar mobile nahi le jata,2
Jis Desh Ka pm CM Grey Gunde baithe ho Is Desh Mein aur kya ho sakta hai Sarkar bhi to Gunday ke Hath mein hi hai yah Baat Sari Duniya Janti Hai ismein Koi do Rai Nahin,0
Police se jyada neeraj bawana ki chlti hei delhi mei,2
Police sirf garib aadmi ko Marti shame on you ,0
Yah To Kuchh Nahin Dhanbad jail mein main isase Jyada Hota Hai waha janja  bhi chalta hai,0
Bhai ye kse hote hai phone nigal gaye battery fat jaye to pet me,1
O hello tumhari gand mein dard ho raha hai saalo  jaise marji rehe hai toh jail k andar ,0
Apna ladla Bhai neeraj bawana tihar jail ka baap love you darling,2
Media wale drama bhut karte hai,0
sab jagah paisa pohach raha to aisi facility to milegi hi kaidiyo ko,2
Kya faida criminal ko sabkuch mil hi jata h jesa dikhate h tv pr criminal k sath kesa behaviour hota h unka bhtttt mRNA chahiye jbki aish se jeete h sale landoorr bloody mother fucker,0
Rajdhani ke don ke group ke hai ye ine kon rokega Delhi ka no don Niraj Bawania,2
Amir Siddiqui walo ko ager Ramzan ka fiker krte to Tik tok me mujra nhn Allah ki abadat krte,0
Tik tok China ka mal hai or jyada din nhe tikega   who agree like   Band Tik tok ,1
bhau is so innocent that he does not even know the difference btween diploma and phd,2
  book of the year aamir ka carry ne kata Ukhaad nai paya jhata Keep it up broo,2
Jitne bhi maymays mmes wale hai  dying laughing,2
Amir Siddiqui be like MAIN MADARCHOD HUN JO YE BOLA,0
Who who realized this line kya ukhaad ee gaa chul mai akelaa carry ke sath aur sabhi utuber aklaa means one person and how did he pronounced meme like a goat,0
Jinhone lockdown me bhi tiktok nhi download kiya Hit like,1
Bhai me bhi muslim ho Im requesting u is chutiya ko nahi chor na sala ramzan bol k ye sab kar ka hi hamra carry ki video delete kar ya isan bhai  tapa tap lena iski aaap,0
Ye sala apni gand Q ada rha bich me ladne do dono ko jabarjasti carry ki side leke famous hona chahta ye,0
Bhau toch my heart when he said meme wale k sath he me,2
"TIKTOK should bhi banned in INDIA PAKISTAN BANGLADESHNEPAL
Q k sare Cringy tiktokers yahi pai jate han Who agree",0
Carry minati tere liye choti si khush khabri h ki hum logo ne tik tok delete kar diya or uske pehle star rating bhi de diya,2
Bhau ne flow flow me diploma ko PhD se bada bana diya Agree if u noticed ,1
TokTok Walo Sudhar jau nahi Toh aisa Gaali Dunga Kan se Khun Nikal kar Mar jayega Bhosdi walo Aur Public Carryminati Bhai Ko Full Support karo Aur TikTok ko Star Rating Karo Bhau Hai kya Full Hard Carry Bhai ko Support karo Public,0
Bhau hum sab aapke saath hai loves from bangalore ,2
PhD Ko diploma Takkar de rha  Isse khte h confidence,2
Bhau is a brand himself Ab bas bhau ki book ki intezaar hein bantiktok justiceforcarry,2
So is nobody gonna talk about the fact that he said DISK instead of DISS Ye hota h jab aap Carry se panga lete ho,0
Tum logo k chkkr Mei tiktok pit gya bechara  Check Today tiktok rating,0
Yeh agar bigg boss mei yeh karta toh atleast  hafte se zyada tikta lmao,2
How amir can call him muslimyour such a shame amirramzan ka ehtraam nhi kiyaim with you carryminati Love from Pakistan,0
Bhau to bhau hai bappu LIKE plss,2
Are baba Bhau ne to in sabki wholesale mai gaand phaad di ,2
Amir ramjan ka mahina he gali nhi dunga Me to bhadve ye kya tha gali nhi di ramjan ke mahine me sale gaand me petrol dalke tapaa tap taapaa tap,0
phd kam diploma zyada nice bhau ,2
Great bhau Amir haath toh lagaye carry ko uski laash tkk ghr mein pahunchne nhi denge JaiHind,0
Mujhe aaj samjha diploma is higher education than PhD ,0
TikTok ko ban karna chaiye Kal meri nayi Video aajayegi so channel subscribe kardo Love u guys,2
Tiktok should be Bannedd in India _Who Agreee_,1
Tiktok should be Bannedd in India _Who Agreee_,1
Tiktok should be Bannedd in India _Who Agreee_,1
Is bahu ne diploma bhi kiya h pehlo fursat me pachvi fail ye or wo tiktoker dono   koi bhi aira gaira gaali deke famous hojata h ,0
Bhau be like Tu phd kia toh kya Main diploma krke hi books likhega ,0
Bhau  rating ho gyi hai TikTok ki  Jisko bhi k subscribers karne hai,2
Arey bhau diploma phd se chota qualification hota hai Thoda research kar ke bolo na Pata nahi toh pucho kisiko Kya faltu me matter me pad rahe ho,0
PhD zyada hai ya diploma I am confused ,1
Diplomamjaa aa gya sach hai PhD diploma SBB humara Hindustani Bhau be Kiya love u BhaiJai Hind,2
He deserves the name HINDUSTANI BHAU,2
Thoda Jada hi mind le rhe ho ek dusre ko but I agree,2
 From now onwards diploma will be considered as highest credentialsphd ke baad diploma bhau ,2
HINDUSTANI hat k Bhau k naam ka condom nikalenga log apne lund pe chada k use Kar k phek denge,0
